"licensee_name","licence_number","premises_address","grade","demerit_points","suspension_start_date","suspension_end_date"
"SHUANG RONG SEAFOOD HOLDING PTE. LTD.","NW08480E012","535 CLEMENTI ROAD #02-00 NGEE ANN POLYTECHNIC (BLK 51) SINGAPORE 599489","A","na","na","na"
"TEO CHEW BOON","NW08480E007","535 CLEMENTI ROAD #02-00 NGEE ANN POLYTECHNIC (BLK 51) SINGAPORE 599489","A","na","na","na"
"TEOH KA LOON","NW08480E004","535 CLEMENTI ROAD #02-00 NGEE ANN POLYTECHNIC (BLK 51) SINGAPORE 599489","A","na","na","na"
"YANG ZHENGHUA","NW08480E011","535 CLEMENTI ROAD #02-00 NGEE ANN POLYTECHNIC (BLK 51) SINGAPORE 599489","A","na","na","na"
"AC MERIDIAN (SUB NGP) PTE. LTD.","NW08496L000","535 CLEMENTI ROAD #02-01 NGEE ANN POLYTECHNIC(BLK 51) SINGAPORE 599489","A","na","na","na"
"PINES FOOD DELIGHT PTE. LTD.","NW08463J000","535 CLEMENTI ROAD #02-02 NGEE ANN POLYTECHNIC (BLK 51) SINGAPORE 599489","B","na","na","na"
"SAKAE HOLDINGS LTD.","NW12D82J000","535 CLEMENTI ROAD #02-02A NGEE ANN POLYTECHNIC (BLK 72) SINGAPORE 599489","A","na","na","na"
"FOO YONG LONG","NW09408N000","535 CLEMENTI ROAD #02-05 NGEE ANN POLYTECHNIC(BLK 72) SINGAPORE 599489","A","na","na","na"
"CHUA KEEM LONG","C01084E000","535 CLEMENTI ROAD #2 NGEE ANN POLYTECHNIC -THE LIBRARY SINGAPORE 599489","A","na","na","na"
"SPY'S CAFE LLP","NW13I70A000","535 CLEMENTI ROAD (BLOCK 72) #02-05A NGEE ANN POLYTECHNIC SINGAPORE 599489","A","na","na","na"
"FAIZAH BINTE AHMAD","C83259K005","535 CLEMENTI ROAD NGEE ANN POLYTECHNIC ( BLK 18) (CANTEEN 2) SINGAPORE 599489","A","na","na","na"
"FOOD CANOPY PTE. LTD.","C83259K004","535 CLEMENTI ROAD NGEE ANN POLYTECHNIC ( BLK 18) (CANTEEN 2) SINGAPORE 599489","A","na","na","na"
"WONG MEE KEOW","C83259K003","535 CLEMENTI ROAD NGEE ANN POLYTECHNIC ( BLK 18) (CANTEEN 2) SINGAPORE 599489","A","na","na","na"
"THE COFFEE BEAN & TEA LEAF (SINGAPORE) PTE LTD","NW14173A000","535 CLEMENTI ROAD NGEE ANN POLYTECHNIC (BLK 58) LEVEL 1 SINGAPORE 599489","A","na","na","na"
"PINES FOOD DELIGHT PTE. LTD.","NW04061B000","535 CLEMENTI ROAD NGEE ANN POLYTECHNIC (BLOCK 75) SINGAPORE 599489","A","na","na","na"
"WARM BUNS LLP","NW15533E000","535 CLEMENTI ROAD NGEE ANN POLYTECHNIC BLK 27 STUDY AREA SINGAPORE 599489","A","na","na","na"
"PINES FOOD DELIGHT PTE. LTD.","NW10193B000","535B CLEMENTI ROAD BLK 75 NGEE ANN ALUMNI CLUB HOUSE SINGAPORE 599492","A","na","na","na"
"NEWTON FRANCIS WESSTIN","C98002E000","54 SOUTH BUONA VISTA ROAD FIRST STOREY VISTA PARK SINGAPORE 118169","A","na","na","na"
"SPH BUZZ PTE. LTD.","SW13P22E000","55 PASIR PANJANG ROAD #01-01 PASIR PANJANG FERRY TERMINAL SINGAPORE 118810","A","na","na","na"
"SAW PENG RUI","SW10055J000","55 PASIR PANJANG ROAD PASIR PANJANG FERRY TERMINAL (KIOSK 2) SINGAPORE 118810","B","na","na","na"
"COLD STORAGE SINGAPORE (1983) PTE LTD","SW06756N000","6 CLEMENTI ROAD #01-01 SINGAPORE 129741","A","na","na","na"
"AL-AMEEN'S CUISINE PTE. LTD","SW06762X000","6 CLEMENTI ROAD #01-02 SINGAPORE 129741","A","na","na","na"
"EATALIA PTE. LTD.","SW11C23K000","6 CLEMENTI ROAD #01-04/05/06 SINGAPORE 129741","A","na","na","na"
"TAN SIEW HOON","SW15583X000","6 ENGINEERING DRIVE 4 E2A KIOSK 1 LEVEL 1 NUS SINGAPORE 117361","A","na","na","na"
"KIMLY FOOD HOLDINGS PTE. LTD.","SW15606P000","6 ENGINEERING DRIVE 4 E2A KIOSK 2 LEVEL 1 FACULITY OF ENGINEERING NUS SINGAPORE 117361","A","na","na","na"
"CHILLI PADI NONYA RESTAURANT PTE. LTD.","SW08573J000","61 SCIENCE PARK ROAD #01-01 THE GALEN SINGAPORE SCIENCE PARK II SINGAPORE 117525","A","na","na","na"
"ZULOS PTE. LTD.","SW12L45B000","612 CLEMENTI WEST STREET 1 #01-288 PART OF SINGAPORE 120612","A","na","na","na"
"KICK F & B PTE. LTD","SW08488A000","69 AYER RAJAH CRESCENT #01-04 AYER RAJAH AMENITY CENTRE SINGAPORE 139961","A","na","na","na"
"CHENG JINHUO","C99070X004","69 AYER RAJAH CRESCENT #02-01 AYER RAJAH AMENITY CENTRE SINGAPORE 139961","B","na","na","na"
"CMRT FOODS PTE. LTD.","C99070X005","69 AYER RAJAH CRESCENT #02-01 AYER RAJAH AMENITY CENTRE SINGAPORE 139961","B","na","na","na"
"JASEN MANAGEMENT PRIVATE LIMITED","C99070X006","69 AYER RAJAH CRESCENT #02-01 AYER RAJAH AMENITY CENTRE SINGAPORE 139961","B","na","na","na"
"JASEN MANAGEMENT PRIVATE LIMITED","C99070X007","69 AYER RAJAH CRESCENT #02-01 AYER RAJAH AMENITY CENTRE SINGAPORE 139961","B","na","na","na"
"JASEN MANAGEMENT PRIVATE LIMITED","C99070X001","69 AYER RAJAH CRESCENT #02-01 AYER RAJAH AMENITY CENTRE SINGAPORE 139961","B","4","na","na"
"NGIAM BOK JEE @NGIAM KIA MENG","C99070X003","69 AYER RAJAH CRESCENT #02-01 AYER RAJAH AMENITY CENTRE SINGAPORE 139961","B","na","na","na"
"Soh Eng Hong","C99070X002","69 AYER RAJAH CRESCENT #02-01 AYER RAJAH AMENITY CENTRE SINGAPORE 139961","B","na","na","na"
"WANG HAIBIN","C99070X008","69 AYER RAJAH CRESCENT #02-01 AYER RAJAH AMENITY CENTRE SINGAPORE 139961","B","na","na","na"
"XIAO MAOJIE","C99070X010","69 AYER RAJAH CRESCENT #02-01 AYER RAJAH AMENITY CENTRE SINGAPORE 139961","B","na","na","na"
"LEE PENG HWA","C80046L000","70 SOUTH BUONA VISTA ROAD NATIONAL COMMUNITY LEADERSHIP TRAINING INSTITUTE SINGAPORE 118176","A","na","na","na"
"LIM YU LU TYLER","C86189B000","71 SCIENCE PARK DRIVE DSTA (1ST STOREY) SINGAPORE 118253","B","na","na","na"
"KURIBARA NAOJI","C80177N005","713 CLEMENTI WEST STREET 2 #01-115 SINGAPORE 120713","B","na","na","na"
"ONE KITCHEN CATERING PTE LTD","C80177N007","713 CLEMENTI WEST STREET 2 #01-115 SINGAPORE 120713","B","na","na","na"
"ONE KITCHEN CATERING PTE LTD","C80177N008","713 CLEMENTI WEST STREET 2 #01-115 SINGAPORE 120713","B","na","na","na"
"YAOYA FRESH ENERGY PTE. LTD.","C80177N004","713 CLEMENTI WEST STREET 2 #01-115 SINGAPORE 120713","B","na","na","na"
"HO WOON THOE","C01040J002","721 CLEMENTI WEST STREET 2 #01-100 SINGAPORE 120721","B","na","na","na"
"KERK HONG BENG","C01040J006","721 CLEMENTI WEST STREET 2 #01-100 SINGAPORE 120721","B","na","na","na"
"NEW CENTURY FOOD HOUSE @ 721 PTE. LTD.","C01040J004","721 CLEMENTI WEST STREET 2 #01-100 SINGAPORE 120721","B","na","na","na"
"NEW CENTURY FOOD HOUSE @ 721 PTE. LTD.","C01040J005","721 CLEMENTI WEST STREET 2 #01-100 SINGAPORE 120721","B","na","na","na"
"NEW CENTURY FOOD HOUSE @ 721 PTE. LTD.","C01040J008","721 CLEMENTI WEST STREET 2 #01-100 SINGAPORE 120721","A","na","na","na"
"SIM SENG TZE, ALVIN","C01040J003","721 CLEMENTI WEST STREET 2 #01-100 SINGAPORE 120721","B","na","na","na"
"TAY SWEE CHENG","C01040J009","721 CLEMENTI WEST STREET 2 #01-100 SINGAPORE 120721","B","na","na","na"
"Wong Kok Choon","C01040J010","721 CLEMENTI WEST STREET 2 #01-100 SINGAPORE 120721","B","na","na","na"
"YOONG PIK HAR","SW06821J000","721 CLEMENTI WEST STREET 2 #01-126 SINGAPORE 120721","B","na","na","na"
"NARANJAN SINGH S/O JASWANT SINGH","SW15D24N000","721 CLEMENTI WEST STREET 2 #01-138 (#01-138/140) SINGAPORE 120721","A","na","na","na"
"CHIA KOK WAH","C82221B003","722 CLEMENTI WEST STREET 2 #01-150 SINGAPORE 120722","B","na","na","na"
"FANG SHIHUANG","C82221B005","722 CLEMENTI WEST STREET 2 #01-150 SINGAPORE 120722","B","na","na","na"
"LEE CHOON HUAH","C82221B010","722 CLEMENTI WEST STREET 2 #01-150 SINGAPORE 120722","B","na","na","na"
"SUZANA BINTE JAILANI","C82221B002","722 CLEMENTI WEST STREET 2 #01-150 SINGAPORE 120722","B","na","na","na"
"T N COFFEE HOLDING PTE. LTD.","C82221B006","722 CLEMENTI WEST STREET 2 #01-150 SINGAPORE 120722","B","na","na","na"
"T N COFFEE HOLDING PTE. LTD.","C82221B009","722 CLEMENTI WEST STREET 2 #01-150 SINGAPORE 120722","B","na","na","na"
"T N COFFEE HOLDING PTE. LTD.","C82221B004","722 CLEMENTI WEST STREET 2 #01-150 SINGAPORE 120722","B","na","na","na"
"T N COFFEE HOLDING PTE. LTD.","C82221B007","722 CLEMENTI WEST STREET 2 #01-150 SINGAPORE 120722","B","na","na","na"
"LIM HAI TECK","SW04233J000","725 CLEMENTI WEST STREET 2 #01-190/1 SINGAPORE 120725","B","na","na","na"
"L & A TRADING AGENCY PTE. LTD.","SW14677P000","727 CLEMENTI WEST STREET 2 #01-248 (PART OF) SINGAPORE 120727","B","na","na","na"
"COLD STORAGE SINGAPORE (1983) PTE LTD","SW07D90K000","727 CLEMENTI WEST STREET 2 #01-284 SINGAPORE 120727","A","na","na","na"
"BONG KIM FONG","J03033E000","73 SCIENCE PARK DRIVE #B1-01/09 CINTECH 1 (PART OF) SINGAPORE 118254","A","na","na","na"
"HONG YUN FOOD PTE. LTD.","J03026C010","73 SCIENCE PARK DRIVE #B1-01/09 CINTECH 1 SINGAPORE 118254","B","na","na","na"
"HONG YUN FOOD PTE. LTD.","J03026C007","73 SCIENCE PARK DRIVE #B1-01/09 CINTECH 1 SINGAPORE 118254","B","na","na","na"
"KAMISAH BINTE SARPIN","J03026C001","73 SCIENCE PARK DRIVE #B1-01/09 CINTECH 1 SINGAPORE 118254","B","na","na","na"
"KONG SIEW YEN","J03026C002","73 SCIENCE PARK DRIVE #B1-01/09 CINTECH 1 SINGAPORE 118254","B","na","na","na"
"MOHAN SINGH","J03026C009","73 SCIENCE PARK DRIVE #B1-01/09 CINTECH 1 SINGAPORE 118254","B","na","na","na"
"PAN SHUNZHEN","J03026C004","73 SCIENCE PARK DRIVE #B1-01/09 CINTECH 1 SINGAPORE 118254","B","na","na","na"
"PANG KOK SIN","J03026C006","73 SCIENCE PARK DRIVE #B1-01/09 CINTECH 1 SINGAPORE 118254","B","na","na","na"
"SOH ENG HAN","J03026C005","73 SCIENCE PARK DRIVE #B1-01/09 CINTECH 1 SINGAPORE 118254","B","na","na","na"
"TOH HENG HUAT","J03026C008","73 SCIENCE PARK DRIVE #B1-01/09 CINTECH 1 SINGAPORE 118254","B","na","na","na"
"CROWN EMPIRE PTE. LIMITED","SW16667C000","73A AYER RAJAH CRESCENT #01-04 AYER RAJAH FOOD CENTRE I SINGAPORE 139957","A","na","na","na"
"MCBISTRO PTE. LTD.","SW16613K000","73A AYER RAJAH CRESCENT #01-29 AYER RAJAH FOOD CENTRE I SINGAPORE 139957","A","na","na","na"
"TWO WINGS ORGANISATION PTE. LTD.","SW16634A000","73A AYER RAJAH CRESCENT #01-30 AYER RAJAH FOOD CENTRE I SINGAPORE 139957","A","na","na","na"
"SOON HUAT WITHOUT BORDERS (PTE.) LTD.","SW16645P000","73A AYER RAJAH CRESCENT #01-34 AYER RAJAH FOOD CENTRE I SINGAPORE 139957","B","na","na","na"
"BIG BERN'S AMERICAN GRILL XPOLIS PTE. LTD.","SW16636X000","73A AYER RAJAH CRESCENT #01-35 AYER RAJAH FOOD CENTRE I SINGAPORE 139957","A","na","na","na"
"ANDHRA HERITAGE PTE LTD","SW16680K000","73A AYER RAJAH CRESCENT #01-39/40 AYER RAJAH FOOD CENTRE I SINGAPORE 139957","A","na","na","na"
"BOH CHUANG KHENG","SW14149K016","73A AYER RAJAH CRESCENT SINGAPORE 139957","A","na","na","na"
"CHUA AH CHAI","SW14149K018","73A AYER RAJAH CRESCENT SINGAPORE 139957","A","na","na","na"
"CHUA KIM SENG","SW14149K017","73A AYER RAJAH CRESCENT SINGAPORE 139957","A","na","na","na"
"CHUA POH HONG","SW14149K005","73A AYER RAJAH CRESCENT SINGAPORE 139957","A","na","na","na"
"DOUGLAS NG CHEN YONG (HUANG ZHENGYONG)","SW14149K012","73A AYER RAJAH CRESCENT SINGAPORE 139957","A","na","na","na"
"ISRAP BIN SALLEH","SW14149K001","73A AYER RAJAH CRESCENT SINGAPORE 139957","A","na","na","na"
"JURAIMI BIN MAZILAND","SW14149K009","73A AYER RAJAH CRESCENT SINGAPORE 139957","B","na","na","na"
"KOH CHUAN CHIAN","SW14149K011","73A AYER RAJAH CRESCENT SINGAPORE 139957","A","na","na","na"
"LING MEE GEOK","SW14149K008","73A AYER RAJAH CRESCENT SINGAPORE 139957","A","na","na","na"
"NARIKKOTAN HAMZA S/O ABDULLAH","SW14149K010","73A AYER RAJAH CRESCENT SINGAPORE 139957","A","na","na","na"
"NG GHIM SOON","SW14149K002","73A AYER RAJAH CRESCENT SINGAPORE 139957","A","na","na","na"
"NG POH WAN @M ISMAIL BIN ABDULLAH","SW14149K022","73A AYER RAJAH CRESCENT SINGAPORE 139957","A","na","na","na"
"POPULAR AUTOMOTIVE PTE LTD","SW14149K021","73A AYER RAJAH CRESCENT SINGAPORE 139957","A","na","na","na"
"ROKIAH BINTI WAHID","SW14149K003","73A AYER RAJAH CRESCENT SINGAPORE 139957","A","na","na","na"
"TAN CHAN HUAT","SW14149K006","73A AYER RAJAH CRESCENT SINGAPORE 139957","A","na","na","na"
"TAN CHIN BUAY","SW14149K019","73A AYER RAJAH CRESCENT SINGAPORE 139957","A","na","na","na"
"WANG SHAOHONG","SW14149K014","73A AYER RAJAH CRESCENT SINGAPORE 139957","A","na","na","na"
"WONG HOI YAN, KELLY (HUANG KAI'EN)","SW14149K004","73A AYER RAJAH CRESCENT SINGAPORE 139957","B","na","na","na"
"WONG KWAI SENG","SW14149K007","73A AYER RAJAH CRESCENT SINGAPORE 139957","A","na","na","na"
"WONG SIOK PENG","SW14149K013","73A AYER RAJAH CRESCENT SINGAPORE 139957","A","na","na","na"
"YEAW CHIAN WEE","SW14149K020","73A AYER RAJAH CRESCENT SINGAPORE 139957","A","na","na","na"
"STARBUCKS COFFEE SINGAPORE PTE. LTD.","SW09398P000","79 SCIENCE PARK DRIVE #01-03 CINTECH IV S'PORE SCIENCE PK I SINGAPORE 118264","A","na","na","na"
"ANG BEE HONG","C02161E008","8 CLEMENTI AVENUE 3 CLEMENTI PRIMARY SCHOOL SINGAPORE 129903","A","na","na","na"
"LAI FOX MAY","C02161E005","8 CLEMENTI AVENUE 3 CLEMENTI PRIMARY SCHOOL SINGAPORE 129903","A","na","na","na"
"LIM AH NIA","C02161E001","8 CLEMENTI AVENUE 3 CLEMENTI PRIMARY SCHOOL SINGAPORE 129903","A","na","na","na"
"QUEK KWEE CHING JESSIE","C02161E006","8 CLEMENTI AVENUE 3 CLEMENTI PRIMARY SCHOOL SINGAPORE 129903","A","na","na","na"
"QURRATU' AINI BINTE RAZALI","C02161E007","8 CLEMENTI AVENUE 3 CLEMENTI PRIMARY SCHOOL SINGAPORE 129903","A","na","na","na"
"TJOA LIE TJIU","C02161E004","8 CLEMENTI AVENUE 3 CLEMENTI PRIMARY SCHOOL SINGAPORE 129903","A","na","na","na"
"YEOW SOK HOI","C02161E003","8 CLEMENTI AVENUE 3 CLEMENTI PRIMARY SCHOOL SINGAPORE 129903","A","na","na","na"
"STARBUCKS COFFEE SINGAPORE PTE. LTD.","SW11626X000","8 COLLEGE AVENUE WEST #B1-01 EDUCATION RESOURCE CENTRE UNIVERSITY TOWN NUS SINGAPORE 138608","A","na","na","na"
"TOK KIAN CHEW","SW13P47K000","8 KENT RIDGE DRIVE #02-00 NUS VENTUS SINGAPORE 119246","A","na","na","na"
"CHONG JO VEE","C67009J001","83/85 PASIR PANJANG ROAD SINGAPORE 118508","B","na","na","na"
"GOH BI CHU","C67009J005","83/85 PASIR PANJANG ROAD SINGAPORE 118508","B","na","na","na"
"LOH SOO TIAN","C67009J002","83/85 PASIR PANJANG ROAD SINGAPORE 118508","B","na","na","na"
"MUHAMMAD HAFIZ BIN MOHAMED ALI","C67009J006","83/85 PASIR PANJANG ROAD SINGAPORE 118508","B","na","na","na"
"TENG DAO WEI, GABRION","C67009J008","83/85 PASIR PANJANG ROAD SINGAPORE 118508","B","na","na","na"
"NINE & EIGHT PRIVATE LIMITED","C70011A000","87 PASIR PANJANG ROAD SINGAPORE 118510","B","4","na","na"
"DIAMOND KITCHEN PRIVATE LIMITED","C02155B000","87 SCIENCE PARK DRIVE #01-01 SCIENCE HUB SINGAPORE SCIENCE PARK 1 SINGAPORE 118260","A","na","na","na"
"WONDERFUL RESTAURANT PTE. LTD.","C01144P000","87 SCIENCE PARK DRIVE #01-03 SINGAPORE SCIENCE PARK 1 SINGAPORE 118260","A","na","na","na"
"LIM CHEE SIONG","SW15620V000","87 SCIENCE PARK DRIVE #01-04 SINGAPORE SCIENCE PARK 1 SINGAPORE 118260","A","na","na","na"
"LEE SEY LENG","SW11949J000","9 AYER RAJAH AVENUE #B2-01 ONE NORTH MRT STN SINGAPORE 138647","A","na","na","na"
"MR BEAN INTERNATIONAL PTE. LTD.","SW11A43N000","9 AYER RAJAH AVENUE #B2-02 ONE-NORTH MRT STATION SINGAPORE 138647","A","na","na","na"
"FRESH BITES (PTE.) LTD.","SW12I21N000","9 AYER RAJAH AVENUE #B2-04 ONE-NORTH MRT STATION SINGAPORE 138647","A","na","na","na"
"NATIONAL UNIVERSITY OF SINGAPORE SOCIETY","SW08450E000","9 KENT RIDGE DRIVE KENT RIDGE GUILD HOUSE - LEVEL 1 SINGAPORE 119241","A","na","na","na"
"NATIONAL UNIVERSITY OF SINGAPORE SOCIETY","SW08451C000","9 KENT RIDGE DRIVE KENT RIDGE GUILD HOUSE - LEVEL 2 SINGAPORE 119241","A","na","na","na"
"SQUEEZED PTE. LTD.","SW14547L000","9 NORTH BUONA VISTA DRIVE #01-01 THE METROPOLIS SINGAPORE 138588","A","na","na","na"
"XEN FOOD SOLUTION PTE. LTD.","SW13141L000","9 NORTH BUONA VISTA DRIVE #01-02 THE METROPOLIS SINGAPORE 138588","A","na","na","na"
"I-SMOOTH PTE. LTD.","SW13019N000","9 NORTH BUONA VISTA DRIVE #01-04 THE METROPOLIS SINGAPORE 138588","A","na","na","na"
"MARCO MARCO SINGAPORE PTE. LTD.","SW14228N000","9 NORTH BUONA VISTA DRIVE #01-05 THE METROPOLIS SINGAPORE 138588","A","na","na","na"
"R FOODS PTE. LTD.","SW14043E000","9 NORTH BUONA VISTA DRIVE #01-06/07 THE METROPOLIS SINGAPORE 138588","A","na","na","na"
"MCDONALD'S RESTAURANTS PTE. LTD.","SW13W68B000","9 NORTH BUONA VISTA DRIVE #01-08 THE METROPOLIS SINGAPORE 138588","A","na","na","na"
"MR BEAN INTERNATIONAL PTE. LTD.","SW14037B000","9 NORTH BUONA VISTA DRIVE #01-09 THE METROPOLIS SINGAPORE 138588","A","na","na","na"
"COSTA SINGAPORE PRIVATE LIMITED","SW13066A000","9 NORTH BUONA VISTA DRIVE #01-10 THE METROPOLIS SINGAPORE 138588","A","na","na","na"
"COLD STORAGE SINGAPORE (1983) PTE LTD","SW13W04L000","9 NORTH BUONA VISTA DRIVE #01-11 THE METROPOLIS SINGAPORE 138588","A","4","na","na"
"ARTISAN BOULANGERIE COMPAGNIE PTE. LTD.","SW13033X000","9 NORTH BUONA VISTA DRIVE #01-12 THE METROPOLIS SINGAPORE 138588","A","na","na","na"
"STARBUCKS COFFEE SINGAPORE PTE. LTD.","SW13W73J000","9 NORTH BUONA VISTA DRIVE #01-13/14 THE METROPOLIS SINGAPORE 138588","A","na","na","na"
"SIMPLY BREAD PTE LTD","SW13279A000","9 NORTH BUONA VISTA DRIVE #01-15 THE METROPOLIS SINGAPORE 138588","A","na","na","na"
"SALAD STOP PTE. LTD.","SW14038A000","9 NORTH BUONA VISTA DRIVE #01-16 THE METROPOLIS SINGAPORE 138588","A","na","na","na"
"KANSHOKU RAMEN PTE. LTD","SW14581J000","9 NORTH BUONA VISTA DRIVE #01-18 THE METROPOLIS SINGAPORE 138588","A","na","na","na"
"SIMPLY BREAD PTE LTD","SW15841V000","9 NORTH BUONA VISTA DRIVE #02-01 THE METROPOLIS SINGAPORE 138588","B","na","na","na"
"PEACH GARDEN (NOVENA) PTE. LTD.","SW13147A000","9 NORTH BUONA VISTA DRIVE #02-02 THE METROPOLIS SINGAPORE 138588","A","na","na","na"
"ABDULLA S/O ABBAS","C83223L002","91 PASIR PANJANG ROAD SINGAPORE 118512","B","na","na","na"
"MOHAMMAD KUNHI S/O A RAHMAN","C83223L001","91 PASIR PANJANG ROAD SINGAPORE 118512","B","na","na","na"
"THE OAKS GRILL & BISTRO PTE. LTD.","SW15E09E000","93A CLEMENTI ROAD #02-01 CLEMENTI WOOD PARK SINGAPORE 129781","A","na","na","na"
"SAKURA PTE. LTD.","C84274C000","93A CLEMENTI ROAD CLEMENTI WOODS SINGAPORE 129781","A","na","na","na"
"KANG CHUAN BENG","C62003P005","97 PASIR PANJANG ROAD SINGAPORE 118515","B","na","na","na"
"LIEW PEE HENG","C62003P002","97 PASIR PANJANG ROAD SINGAPORE 118515","B","na","na","na"
"LIEW PEE HENG","C62003P006","97 PASIR PANJANG ROAD SINGAPORE 118515","B","na","na","na"
"NG GEK HONG","C62003P004","97 PASIR PANJANG ROAD SINGAPORE 118515","B","na","na","na"
"TOH KONG HWEE","C62003P001","97 PASIR PANJANG ROAD SINGAPORE 118515","B","na","na","na"
"WONG KIONG KWOK","C67007L000","99 PASIR PANJANG ROAD SINGAPORE 118517","B","na","na","na"
"COLD STORAGE SINGAPORE (1983) PTE LTD","C86140N000","BLK 109 CLEMENTI STREET 11 #01-15 SINGAPORE 120109","B","na","na","na"
"BAI JIA SEAFOOD PTE. LTD.","C77092V010","BLK 325 CLEMENTI AVENUE 5 #01-129 SINGAPORE 120325","B","4","na","na"
"BJ FOOD PTE. LTD.","C77092V002","BLK 325 CLEMENTI AVENUE 5 #01-129 SINGAPORE 120325","B","6","na","na"
"FENG TING","C77092V003","BLK 325 CLEMENTI AVENUE 5 #01-129 SINGAPORE 120325","B","na","na","na"
"KOH ENG HOCK","C77092V006","BLK 325 CLEMENTI AVENUE 5 #01-129 SINGAPORE 120325","B","na","na","na"
"KOPITIAM INVESTMENT PTE LTD","C77092V001","BLK 325 CLEMENTI AVENUE 5 #01-129 SINGAPORE 120325","B","na","na","na"
"ABDUL AZIZ ARABIA BANU","C78118C004","BLK 328 CLEMENTI AVENUE 2 #01-220 SINGAPORE 120328","B","na","na","na"
"CHUA THIAN SOO","C78118C006","BLK 328 CLEMENTI AVENUE 2 #01-220 SINGAPORE 120328","B","na","na","na"
"CUI YAMIN","C78118C005","BLK 328 CLEMENTI AVENUE 2 #01-220 SINGAPORE 120328","B","na","na","na"
"KWAN LAY FUN","C78118C001","BLK 328 CLEMENTI AVENUE 2 #01-220 SINGAPORE 120328","B","na","na","na"
"PANG SOOK LENG","C78118C008","BLK 328 CLEMENTI AVENUE 2 #01-220 SINGAPORE 120328","A","na","na","na"
"PANG SOOK LENG","C78118C002","BLK 328 CLEMENTI AVENUE 2 #01-220 SINGAPORE 120328","B","na","na","na"
"PHANG MEI KUAN","C78118C007","BLK 328 CLEMENTI AVENUE 2 #01-220 SINGAPORE 120328","B","na","na","na"
"HUANG ZHIHUA","C78117E005","BLK 352 CLEMENTI AVENUE 2 #01-153 SINGAPORE 120352","B","na","na","na"
"KOK KUM LAN","C78117E007","BLK 352 CLEMENTI AVENUE 2 #01-153 SINGAPORE 120352","B","na","na","na"
"LEE SHAI HIN","C78117E001","BLK 352 CLEMENTI AVENUE 2 #01-153 SINGAPORE 120352","B","na","na","na"
"MA AI MING","C78117E009","BLK 352 CLEMENTI AVENUE 2 #01-153 SINGAPORE 120352","B","na","na","na"
"SIM GUEK KOH","C78117E006","BLK 352 CLEMENTI AVENUE 2 #01-153 SINGAPORE 120352","B","na","na","na"
"SUKYAH BINTI EDDIE","C78117E008","BLK 352 CLEMENTI AVENUE 2 #01-153 SINGAPORE 120352","B","na","na","na"
"TAN LAI KEOW","C78117E004","BLK 352 CLEMENTI AVENUE 2 #01-153 SINGAPORE 120352","B","na","na","na"
"ANG IMM @PHUA IMM","C82219L006","BLK 378 CLEMENTI AVENUE 5 #01-334 SINGAPORE 120378","B","na","na","na"
"LIM KAH LEE","C82219L002","BLK 378 CLEMENTI AVENUE 5 #01-334 SINGAPORE 120378","B","na","na","na"
"LIM SIANG HANG","C82219L001","BLK 378 CLEMENTI AVENUE 5 #01-334 SINGAPORE 120378","B","na","na","na"
"LOW YOK CHU","C82219L003","BLK 378 CLEMENTI AVENUE 5 #01-334 SINGAPORE 120378","B","na","na","na"
"MEDAPATI SAMUEL VIJAY KUMAR","C82219L004","BLK 378 CLEMENTI AVENUE 5 #01-334 SINGAPORE 120378","B","na","na","na"
"SIM HONG HOON","C82219L008","BLK 378 CLEMENTI AVENUE 5 #01-334 SINGAPORE 120378","B","na","na","na"
"SIM HONG HOON","C82219L009","BLK 378 CLEMENTI AVENUE 5 #01-334 SINGAPORE 120378","B","na","na","na"
"SIM HONG HOON","C82219L005","BLK 378 CLEMENTI AVENUE 5 #01-334 SINGAPORE 120378","B","na","na","na"
"TANG KHOW WENG","C82219L007","BLK 378 CLEMENTI AVENUE 5 #01-334 SINGAPORE 120378","B","na","na","na"
"GOH BOO HONG","C90127B002","BLK 380 CLEMENTI AVENUE 5 #01-376 SINGAPORE 120380","B","na","na","na"
"GOH BOO HONG","C90127B001","BLK 380 CLEMENTI AVENUE 5 #01-376 SINGAPORE 120380","B","na","na","na"
"LIM KIM HUA","C90127B006","BLK 380 CLEMENTI AVENUE 5 #01-376 SINGAPORE 120380","B","na","na","na"
"NGUYEN THI DUNG","C90127B003","BLK 380 CLEMENTI AVENUE 5 #01-376 SINGAPORE 120380","B","na","na","na"
"NGUYEN THI UT","C90127B007","BLK 380 CLEMENTI AVENUE 5 #01-376 SINGAPORE 120380","B","na","na","na"
"TAY SENG HUAT","C90127B004","BLK 380 CLEMENTI AVENUE 5 #01-376 SINGAPORE 120380","B","na","na","na"
"GOH THIAM THUAN","C79122C005","BLK 431 CLEMENTI AVENUE 3 #01-296 SINGAPORE 120431","B","na","na","na"
"PHOTFUEANG ARIYA","C79122C004","BLK 431 CLEMENTI AVENUE 3 #01-296 SINGAPORE 120431","B","na","na","na"
"SF INVESTMENT HOLDING PTE. LTD.","C79122C006","BLK 431 CLEMENTI AVENUE 3 #01-296 SINGAPORE 120431","A","na","na","na"
"SF INVESTMENT HOLDING PTE. LTD.","C79122C007","BLK 431 CLEMENTI AVENUE 3 #01-296 SINGAPORE 120431","B","na","na","na"
